s,x,y,theta,velocity
5.688200,-1.555000,-2.925000,-2.002300,2.537000
5.726400,-1.571300,-2.959500,-2.022700,2.581000
5.764500,-1.588300,-2.993600,-2.041700,2.625000
5.802700,-1.605900,-3.027500,-2.059500,2.669000
5.840900,-1.624100,-3.061100,-2.076000,2.711000
5.879100,-1.642900,-3.094400,-2.091200,2.753000
5.917400,-1.662200,-3.127400,-2.105200,2.795000
5.955600,-1.681900,-3.160200,-2.117900,2.835000
5.993900,-1.702000,-3.192700,-2.129300,2.876000
6.032100,-1.722400,-3.225100,-2.139500,2.915000
6.070400,-1.743200,-3.257200,-2.148700,2.954000
6.108600,-1.764200,-3.289100,-2.157200,2.993000
6.146800,-1.785400,-3.320800,-2.165400,3.031000
6.184900,-1.807000,-3.352400,-2.173200,3.068000
6.223100,-1.828700,-3.383700,-2.180700,3.106000
6.261300,-1.850700,-3.414900,-2.187900,3.142000
6.299400,-1.872900,-3.446000,-2.194700,3.178000
6.337600,-1.895300,-3.476900,-2.201200,3.214000
6.375700,-1.917900,-3.507600,-2.207300,3.250000
6.413900,-1.940600,-3.538200,-2.213200,3.285000
6.452100,-1.963600,-3.568700,-2.218600,3.319000
6.490200,-1.986700,-3.599100,-2.223800,3.354000
6.528400,-2.009900,-3.629400,-2.228500,3.388000
6.566600,-2.033400,-3.659500,-2.232900,3.421000
6.604700,-2.056900,-3.689600,-2.236900,3.455000
6.642900,-2.080500,-3.719500,-2.240600,3.488000
6.681100,-2.104300,-3.749400,-2.243900,3.520000
6.719300,-2.128100,-3.779200,-2.246800,3.553000
6.757400,-2.152100,-3.809000,-2.249400,3.585000
6.795600,-2.176000,-3.838700,-2.251600,3.617000
6.833700,-2.200100,-3.868300,-2.253500,3.648000
6.871900,-2.224200,-3.897900,-2.254900,3.621000
6.910000,-2.248300,-3.927400,-2.255800,3.568000
6.948200,-2.272500,-3.956900,-2.256000,3.514000
6.986300,-2.296600,-3.986500,-2.255300,3.460000
7.024500,-2.320700,-4.016000,-2.254000,3.404000
7.062600,-2.344700,-4.045600,-2.251800,3.348000
7.100800,-2.368700,-4.075300,-2.248800,3.290000
7.138900,-2.392600,-4.105100,-2.245100,3.232000
7.177100,-2.416400,-4.134900,-2.240600,3.172000
7.215300,-2.440000,-4.164900,-2.235400,3.111000
7.253600,-2.463500,-4.195100,-2.229400,3.049000
7.291800,-2.486800,-4.225400,-2.222400,2.986000
7.330100,-2.509900,-4.256000,-2.214000,2.921000
7.368400,-2.532800,-4.286700,-2.203700,2.855000
7.406700,-2.555200,-4.317700,-2.191700,2.787000
7.445000,-2.577300,-4.349000,-2.177700,2.717000
7.483200,-2.598900,-4.380600,-2.161900,2.646000
7.521400,-2.619900,-4.412500,-2.144200,2.573000
7.559600,-2.640300,-4.444800,-2.124600,2.497000
7.597700,-2.660100,-4.477400,-2.103000,2.420000
7.635800,-2.679000,-4.510500,-2.079500,2.340000
7.673900,-2.697200,-4.543900,-2.054300,2.298000
7.711900,-2.714400,-4.577900,-2.029000,2.339000
7.750000,-2.730800,-4.612200,-2.005600,2.387000
7.788200,-2.746500,-4.647000,-1.984500,2.435000
7.826300,-2.761500,-4.682100,-1.965800,2.481000
7.864500,-2.775900,-4.717400,-1.949400,2.527000
7.902800,-2.789700,-4.753100,-1.935300,2.572000
7.941100,-2.803200,-4.788900,-1.923600,2.616000
7.979300,-2.816200,-4.824900,-1.914200,2.660000
8.017600,-2.828900,-4.861000,-1.907100,2.703000
8.055900,-2.841500,-4.897200,-1.902100,2.745000
8.094200,-2.853800,-4.933400,-1.897600,2.786000
8.132500,-2.866000,-4.969700,-1.891800,2.827000
8.170700,-2.878000,-5.006000,-1.883900,2.868000
8.208900,-2.889600,-5.042500,-1.873900,2.859000
8.247100,-2.900800,-5.079000,-1.861900,2.791000
8.285200,-2.911500,-5.115600,-1.847800,2.722000
8.323400,-2.921700,-5.152400,-1.831600,2.651000
8.361500,-2.931200,-5.189300,-1.813300,2.578000
8.399700,-2.940000,-5.226400,-1.793000,2.503000
8.437800,-2.948000,-5.263700,-1.770800,2.426000
8.476100,-2.955200,-5.301200,-1.747600,2.392000
8.514300,-2.961400,-5.339000,-1.724100,2.381000
8.552600,-2.966800,-5.376800,-1.700400,2.372000
8.590800,-2.971300,-5.414800,-1.676500,2.361000
8.629100,-2.974900,-5.452900,-1.652300,2.349000
8.667400,-2.977600,-5.491100,-1.627900,2.335000
8.705600,-2.979300,-5.529400,-1.603200,2.321000
8.743900,-2.980000,-5.567600,-1.578200,2.305000
8.782100,-2.979800,-5.605800,-1.552800,2.298000
8.820300,-2.978700,-5.644000,-1.527500,2.319000
8.858500,-2.976500,-5.682100,-1.503100,2.368000
8.896600,-2.973500,-5.720200,-1.479900,2.415000
8.934800,-2.969600,-5.758200,-1.458000,2.462000
8.973000,-2.964900,-5.796100,-1.437400,2.509000
9.011300,-2.959400,-5.833900,-1.418100,2.554000
9.049500,-2.953300,-5.871700,-1.400000,2.598000
9.087800,-2.946400,-5.909300,-1.383200,2.642000
9.126000,-2.939000,-5.946800,-1.367700,2.685000
9.164300,-2.931000,-5.984300,-1.352900,2.728000
9.202600,-2.922500,-6.021600,-1.337900,2.769000
9.240800,-2.913300,-6.058700,-1.321500,2.729000
9.279100,-2.903600,-6.095700,-1.303800,2.658000
9.317300,-2.893200,-6.132500,-1.284700,2.585000
9.355500,-2.882000,-6.169000,-1.264200,2.510000
9.393700,-2.870100,-6.205300,-1.242400,2.433000
9.431800,-2.857400,-6.241300,-1.219100,2.361000
9.470000,-2.843800,-6.277000,-1.194400,2.299000
9.508200,-2.829300,-6.312400,-1.168500,2.258000
9.546500,-2.813900,-6.347300,-1.142000,2.245000
9.584700,-2.797500,-6.381900,-1.115400,2.245000
9.623000,-2.780200,-6.416100,-1.088800,2.246000
9.661300,-2.762000,-6.449700,-1.062200,2.246000
9.699600,-2.742900,-6.482900,-1.035700,2.244000
9.737900,-2.723000,-6.515600,-1.009000,2.240000
9.776100,-2.702100,-6.547700,-0.982300,2.235000
9.814400,-2.680500,-6.579300,-0.955400,2.229000
9.852600,-2.658000,-6.610200,-0.928300,2.227000
9.890800,-2.634700,-6.640500,-0.901400,2.241000
9.929000,-2.610600,-6.670100,-0.875100,2.272000
9.967200,-2.585700,-6.699100,-0.849600,2.312000
10.005400,-2.560100,-6.727500,-0.825100,2.354000
10.043700,-2.533800,-6.755300,-0.801400,2.399000
10.081900,-2.506900,-6.782400,-0.778600,2.446000
10.120200,-2.479400,-6.809000,-0.756600,2.492000
10.158500,-2.451300,-6.835000,-0.735500,2.538000
10.196800,-2.422600,-6.860400,-0.715300,2.583000
10.235100,-2.393400,-6.885200,-0.695900,2.627000
10.273400,-2.363800,-6.909500,-0.676900,2.644000
10.311800,-2.333700,-6.933200,-0.657500,2.604000
10.350100,-2.303100,-6.956300,-0.637300,2.551000
10.388400,-2.272100,-6.978800,-0.616200,2.498000
10.426700,-2.240600,-7.000600,-0.594300,2.447000
10.464900,-2.208600,-7.021700,-0.571500,2.399000
10.503200,-2.176200,-7.042000,-0.547800,2.352000
10.541400,-2.143400,-7.061500,-0.523100,2.307000
10.579500,-2.110000,-7.080200,-0.497500,2.264000
10.617700,-2.076300,-7.098000,-0.471000,2.226000
10.655900,-2.042000,-7.114800,-0.443600,2.208000
10.694100,-2.007300,-7.130700,-0.416100,2.222000
10.732300,-1.972200,-7.145700,-0.389400,2.257000
10.770500,-1.936600,-7.159700,-0.363700,2.298000
10.808700,-1.900700,-7.172900,-0.338800,2.341000
10.847000,-1.864500,-7.185100,-0.314800,2.386000
10.885300,-1.828000,-7.196600,-0.291700,2.432000
10.923600,-1.791200,-7.207200,-0.269500,2.479000
10.961900,-1.754100,-7.217000,-0.248100,2.525000
11.000200,-1.716900,-7.226000,-0.227500,2.570000
11.038500,-1.679500,-7.234300,-0.207800,2.614000
11.076800,-1.641900,-7.241800,-0.188600,2.648000
11.115100,-1.604200,-7.248600,-0.169500,2.644000
11.153300,-1.566400,-7.254700,-0.150200,2.626000
11.191600,-1.528600,-7.260100,-0.130700,2.608000
11.229800,-1.490600,-7.264700,-0.110900,2.590000
11.268000,-1.452600,-7.268500,-0.090800,2.572000
11.306200,-1.414500,-7.271600,-0.070500,2.555000
11.344400,-1.376400,-7.273900,-0.049800,2.538000
11.382600,-1.338200,-7.275400,-0.028900,2.521000
11.420900,-1.300000,-7.276100,-0.007800,2.505000
11.459100,-1.261800,-7.276000,0.013700,2.487000
11.497300,-1.223500,-7.275100,0.035500,2.467000
11.535600,-1.185300,-7.273300,0.057700,2.443000
11.573800,-1.147200,-7.270700,0.080300,2.419000
11.612100,-1.109100,-7.267200,0.103500,2.394000
11.650300,-1.071100,-7.262800,0.127100,2.369000
11.688600,-1.033200,-7.257500,0.151200,2.344000
11.726800,-0.995500,-7.251200,0.175800,2.320000
11.765100,-0.957900,-7.244100,0.200900,2.295000
11.803300,-0.920500,-7.236000,0.226600,2.274000
11.841500,-0.883400,-7.226900,0.252700,2.263000
11.879800,-0.846500,-7.216900,0.278900,2.262000
11.918000,-0.809800,-7.205900,0.305000,2.265000
11.956300,-0.773500,-7.193900,0.331100,2.266000
11.994500,-0.737500,-7.181000,0.357100,2.267000
12.032800,-0.701800,-7.167100,0.383200,2.266000
12.071000,-0.666500,-7.152400,0.409300,2.265000
12.109200,-0.631700,-7.136700,0.435400,2.264000
12.147400,-0.597200,-7.120100,0.461500,2.272000
12.185600,-0.563300,-7.102700,0.487200,2.299000
12.223800,-0.529700,-7.084400,0.512100,2.343000
12.262000,-0.496700,-7.065300,0.535900,2.391000
12.300200,-0.464000,-7.045400,0.558800,2.438000
12.338500,-0.431900,-7.024700,0.580700,2.485000
12.376700,-0.400100,-7.003400,0.601700,2.531000
12.414900,-0.368800,-6.981500,0.621700,2.576000
12.453100,-0.338000,-6.958900,0.640900,2.620000
12.491400,-0.307500,-6.935700,0.660000,2.627000
12.529600,-0.277600,-6.912000,0.679700,2.581000
12.567800,-0.248100,-6.887700,0.700100,2.532000
12.606000,-0.219100,-6.862800,0.721400,2.486000
12.644200,-0.190700,-6.837200,0.743400,2.441000
12.682400,-0.162900,-6.811100,0.766200,2.399000
12.720600,-0.135700,-6.784300,0.789900,2.360000
12.758900,-0.109100,-6.756800,0.814300,2.330000
12.797100,-0.083200,-6.728700,0.839200,2.312000
12.835400,-0.058000,-6.699900,0.864300,2.302000
12.873600,-0.033500,-6.670400,0.889700,2.292000
12.911900,-0.009800,-6.640400,0.915300,2.281000
12.950200,0.013100,-6.609800,0.941200,2.268000
12.988400,0.035300,-6.578600,0.967400,2.254000
13.026600,0.056500,-6.546800,0.993900,2.239000
13.064800,0.077000,-6.514500,1.020800,2.227000
13.103000,0.096500,-6.481700,1.047800,2.241000
13.141100,0.115100,-6.448400,1.074000,2.292000
13.179300,0.132800,-6.414600,1.098300,2.341000
13.217500,0.149800,-6.380400,1.120400,2.389000
13.255600,0.166100,-6.345900,1.140500,2.437000
13.293900,0.181700,-6.311000,1.158500,2.483000
13.332100,0.196700,-6.275800,1.174400,2.529000
13.370400,0.211200,-6.240500,1.188300,2.574000
13.408600,0.225300,-6.204900,1.200100,2.618000
13.446900,0.238900,-6.169100,1.209800,2.662000
13.485200,0.252300,-6.133200,1.218500,2.705000
13.523400,0.265300,-6.097300,1.227600,2.747000
13.561700,0.278000,-6.061200,1.237600,2.788000
13.599900,0.290300,-6.025000,1.248700,2.829000
13.638100,0.302200,-5.988700,1.260800,2.869000
13.676300,0.313700,-5.952200,1.273900,2.909000
13.714400,0.324600,-5.915700,1.288100,2.948000
13.752600,0.334900,-5.878900,1.303200,2.893000
13.790700,0.344700,-5.842100,1.319400,2.826000
13.828800,0.353900,-5.805100,1.336700,2.772000
13.866900,0.362400,-5.767900,1.354200,2.797000
13.905100,0.370300,-5.730600,1.370800,2.838000
13.943200,0.377600,-5.693200,1.385900,2.878000
13.981400,0.384300,-5.655600,1.399400,2.917000
14.019600,0.390600,-5.618000,1.411500,2.956000
14.057800,0.396400,-5.580200,1.422000,2.995000
14.096000,0.401900,-5.542400,1.431100,3.033000
14.134200,0.407100,-5.504600,1.438600,3.070000
14.172400,0.412000,-5.466700,1.444600,3.107000
14.210600,0.416700,-5.428700,1.449200,3.144000
14.248900,0.421300,-5.390800,1.452400,3.180000
14.287100,0.425700,-5.352800,1.454800,3.216000
14.325300,0.430100,-5.314900,1.457200,3.252000
14.363400,0.434400,-5.276900,1.459600,3.287000
14.401600,0.438600,-5.239000,1.462100,3.321000
14.439800,0.442700,-5.201100,1.464600,3.356000
14.477900,0.446700,-5.163100,1.467200,3.390000
14.516100,0.450600,-5.125200,1.469900,3.423000
14.554200,0.454400,-5.087200,1.472600,3.456000
14.592400,0.458100,-5.049200,1.475300,3.489000
14.630500,0.461600,-5.011200,1.478200,3.522000
14.668700,0.465100,-4.973200,1.481100,3.554000
14.706800,0.468500,-4.935200,1.484100,3.586000
14.745000,0.471700,-4.897200,1.487300,3.618000
14.783200,0.474800,-4.859200,1.490700,3.650000
14.821300,0.477800,-4.821100,1.494300,3.681000
14.859500,0.480700,-4.783100,1.498100,3.712000
14.897700,0.483400,-4.745000,1.502100,3.743000
14.935900,0.485900,-4.706900,1.506300,3.773000
14.974000,0.488300,-4.668800,1.510700,3.803000
15.012200,0.490500,-4.630700,1.515300,3.833000
15.050400,0.492500,-4.592600,1.520100,3.863000
15.088500,0.494400,-4.554400,1.525000,3.893000
15.126700,0.496000,-4.516300,1.529400,3.922000
15.164900,0.497500,-4.478200,1.532900,3.951000
15.203000,0.498900,-4.440000,1.535200,3.980000
15.241200,0.500200,-4.401900,1.536300,4.009000
15.279400,0.501500,-4.363700,1.536200,4.037000
15.317600,0.502900,-4.325600,1.535000,4.065000
15.355700,0.504300,-4.287400,1.532700,4.093000
15.393900,0.505800,-4.249300,1.529100,4.121000
15.432000,0.507400,-4.211200,1.524500,4.149000
15.470200,0.509300,-4.173100,1.518600,4.176000
15.508400,0.511400,-4.135000,1.511700,4.204000
15.546500,0.513800,-4.096900,1.504800,4.231000
15.584700,0.516500,-4.058800,1.499200,4.225000
15.622900,0.519300,-4.020700,1.495200,4.180000
15.661000,0.522200,-3.982700,1.492900,4.134000
15.699200,0.525200,-3.944600,1.492300,4.087000
15.737400,0.528200,-3.906600,1.493300,4.040000
15.775600,0.531100,-3.868500,1.496000,3.993000
15.813700,0.533900,-3.830400,1.500400,3.945000
15.851900,0.536500,-3.792400,1.506500,3.896000
15.890000,0.538800,-3.754300,1.514200,3.847000
15.928200,0.540800,-3.716200,1.523400,3.797000
15.966400,0.542400,-3.678000,1.532700,3.827000
16.004500,0.543700,-3.639900,1.540700,3.857000
16.042700,0.544700,-3.601800,1.546800,3.886000
16.080800,0.545600,-3.563600,1.551300,3.916000
16.119000,0.546200,-3.525400,1.553900,3.945000
16.157200,0.546800,-3.487300,1.554800,3.974000
16.195400,0.547500,-3.449100,1.553900,4.002000
16.233500,0.548100,-3.410900,1.551200,4.031000
16.271700,0.549000,-3.372800,1.546800,4.059000
16.309900,0.550000,-3.334600,1.540600,4.087000
16.348000,0.551300,-3.296500,1.533100,4.115000
16.386200,0.552800,-3.258300,1.525800,4.143000
16.424400,0.554700,-3.220200,1.519900,4.171000
16.462500,0.556700,-3.182100,1.515400,4.198000
16.500700,0.558900,-3.144000,1.512500,4.225000
16.538900,0.561200,-3.105900,1.511100,4.252000
16.577000,0.563500,-3.067800,1.511200,4.279000
16.615200,0.565700,-3.029700,1.512800,4.306000
16.653400,0.567900,-2.991600,1.515900,4.332000
16.691500,0.569900,-2.953500,1.520500,4.359000
16.729700,0.571700,-2.915400,1.526500,4.385000
16.767900,0.573300,-2.877200,1.533300,4.411000
16.806000,0.574600,-2.839100,1.539700,4.437000
16.844200,0.575700,-2.801000,1.545500,4.462000
16.882300,0.576500,-2.762800,1.550500,4.488000
16.920500,0.577200,-2.724600,1.554900,4.513000
16.958700,0.577700,-2.686500,1.558500,4.539000
16.996900,0.578100,-2.648300,1.561400,4.564000
17.035000,0.578500,-2.610100,1.563600,4.589000
17.073200,0.578700,-2.572000,1.565100,4.614000
17.111400,0.578900,-2.533800,1.565900,4.639000
17.149600,0.579100,-2.495600,1.566200,4.663000
17.187700,0.579200,-2.457400,1.566700,4.688000
17.225900,0.579400,-2.419300,1.567600,4.712000
17.264100,0.579500,-2.381100,1.569000,4.736000
17.302200,0.579500,-2.342900,1.570900,4.760000
17.340400,0.579500,-2.304800,1.573300,4.784000
17.378600,0.579300,-2.266600,1.576200,4.808000
17.416700,0.579100,-2.228400,1.579600,4.832000
17.454900,0.578700,-2.190300,1.583500,4.856000
17.493100,0.578100,-2.152100,1.587900,4.879000
17.531200,0.577400,-2.114000,1.592600,4.903000
17.569400,0.576400,-2.075800,1.597000,4.926000
17.607500,0.575400,-2.037700,1.600300,4.943000
17.645700,0.574200,-1.999500,1.602600,4.904000
17.683900,0.572900,-1.961400,1.603800,4.865000
17.722000,0.571700,-1.923200,1.604000,4.826000
17.760200,0.570400,-1.885100,1.603000,4.786000
17.798400,0.569200,-1.846900,1.600900,4.746000
17.836500,0.568100,-1.808800,1.597800,4.705000
17.874700,0.567100,-1.770600,1.593600,4.665000
17.912900,0.566400,-1.732500,1.588400,4.624000
17.951000,0.565800,-1.694300,1.583300,4.582000
17.989200,0.565400,-1.656100,1.579100,4.540000
18.027400,0.565200,-1.618000,1.576200,4.498000
18.065500,0.565000,-1.579800,1.574600,4.456000
18.103700,0.564900,-1.541600,1.574200,4.412000
18.141900,0.564700,-1.503500,1.575000,4.369000
18.180000,0.564600,-1.465300,1.577100,4.325000
18.218200,0.564300,-1.427100,1.580400,4.281000
18.256400,0.563800,-1.389000,1.585000,4.236000
18.294500,0.563200,-1.350800,1.590700,4.191000
18.332700,0.562300,-1.312700,1.596500,4.145000
18.370900,0.561200,-1.274500,1.601000,4.099000
18.409100,0.560000,-1.236300,1.603800,4.052000
18.447200,0.558700,-1.198200,1.604900,4.004000
18.485400,0.557400,-1.160000,1.604200,3.956000
18.523600,0.556100,-1.121900,1.601900,3.908000
18.561700,0.555000,-1.083700,1.597800,3.859000
18.599900,0.554100,-1.045600,1.592100,3.809000
18.638100,0.553400,-1.007400,1.584600,3.759000
18.676200,0.553000,-0.969300,1.575400,3.707000
18.714400,0.553000,-0.931100,1.565300,3.656000
18.752500,0.553400,-0.893000,1.555500,3.687000
18.790700,0.554200,-0.854800,1.546300,3.718000
18.828800,0.555300,-0.816700,1.537800,3.748000
18.867000,0.556700,-0.778500,1.530100,3.779000
18.905200,0.558400,-0.740400,1.523100,3.809000
18.943400,0.560400,-0.702300,1.516900,3.839000
18.981600,0.562500,-0.664100,1.511300,3.869000
19.019800,0.564900,-0.626000,1.506500,3.898000
19.057900,0.567400,-0.587900,1.502400,3.927000
19.096100,0.570100,-0.549800,1.498800,3.956000
19.134300,0.572900,-0.511800,1.495500,3.985000
19.172500,0.575900,-0.473700,1.492300,4.014000
19.210600,0.578900,-0.435600,1.489100,4.042000
19.248800,0.582100,-0.397600,1.486000,4.071000
19.287000,0.585400,-0.359600,1.482900,4.099000
19.325100,0.588800,-0.321600,1.479800,4.126000
19.363300,0.592300,-0.283600,1.476800,4.154000
19.401500,0.596000,-0.245600,1.473900,4.182000
19.439600,0.599700,-0.207600,1.471000,4.209000
19.477800,0.603600,-0.169600,1.468200,4.236000
19.515900,0.607500,-0.131700,1.465400,4.263000
19.554100,0.611600,-0.093700,1.462900,4.290000
19.592300,0.615700,-0.055800,1.460500,4.316000
19.630400,0.620000,-0.017900,1.458300,4.343000
