s,x,y,theta,velocity
5.121300,-2.883300,5.174400,-0.136000,1.487000
5.173900,-2.832300,5.165300,-0.213800,1.571000
5.227900,-2.780600,5.152100,-0.285100,1.667000
5.283600,-2.728500,5.134900,-0.350100,1.764000
5.341100,-2.675900,5.113900,-0.409200,1.860000
5.400500,-2.623000,5.089200,-0.463000,1.953000
5.461700,-2.569800,5.060900,-0.511900,2.045000
5.524700,-2.516300,5.029200,-0.556400,2.135000
5.589600,-2.462700,4.994300,-0.597000,2.225000
5.656300,-2.409000,4.956300,-0.634100,2.313000
5.724800,-2.355200,4.915200,-0.668200,2.400000
5.794900,-2.301500,4.871400,-0.699600,2.486000
5.866600,-2.247900,4.824900,-0.728600,2.571000
5.939900,-2.194500,4.775900,-0.755500,2.655000
6.014500,-2.141300,4.724500,-0.780600,2.738000
6.090400,-2.088400,4.670900,-0.804000,2.820000
6.167600,-2.035900,4.615100,-0.826100,2.901000
6.245700,-1.983900,4.557500,-0.846800,2.981000
6.324900,-1.932300,4.498000,-0.866500,3.059000
6.404800,-1.881400,4.436800,-0.885200,3.137000
6.485500,-1.831100,4.374200,-0.903000,3.213000
6.566700,-1.781500,4.310200,-0.920200,3.288000
6.648300,-1.732700,4.245000,-0.936700,3.362000
6.730200,-1.684800,4.178700,-0.952600,3.434000
6.812300,-1.637800,4.111500,-0.968200,3.505000
6.894400,-1.591700,4.043400,-0.983300,3.575000
6.976400,-1.546800,3.974800,-0.998200,3.643000
7.058000,-1.502900,3.905700,-1.012900,3.709000
7.139300,-1.460300,3.836200,-1.027500,3.775000
7.220000,-1.418900,3.766500,-1.042100,3.838000
7.300100,-1.378900,3.696800,-1.056700,3.900000
7.379400,-1.340200,3.627100,-1.071400,3.961000
7.457900,-1.302900,3.557600,-1.086300,4.020000
7.535700,-1.267000,3.488100,-1.101300,4.077000
7.612900,-1.232500,3.418800,-1.116500,4.134000
7.689300,-1.199300,3.349500,-1.131800,4.172000
7.765200,-1.167500,3.280300,-1.147300,4.138000
7.840400,-1.137000,3.211200,-1.162800,4.106000
7.915000,-1.107800,3.142200,-1.178500,4.077000
7.989100,-1.079900,3.073300,-1.194200,4.050000
8.062600,-1.053300,3.004500,-1.210100,4.025000
8.135700,-1.028000,2.935700,-1.226000,4.003000
8.208200,-1.004000,2.867000,-1.242000,3.982000
8.280300,-0.981200,2.798400,-1.258000,3.964000
8.352000,-0.959600,2.729800,-1.274100,3.948000
8.423300,-0.939300,2.661300,-1.290200,3.935000
8.494200,-0.920100,2.592800,-1.306300,3.923000
8.564700,-0.902200,2.524400,-1.322500,3.914000
8.634900,-0.885500,2.456100,-1.338600,3.907000
8.704800,-0.869900,2.387800,-1.354600,3.902000
8.774400,-0.855500,2.319500,-1.370700,3.900000
8.843800,-0.842200,2.251300,-1.386700,3.899000
8.912900,-0.830100,2.183100,-1.402600,3.901000
8.981900,-0.819100,2.115000,-1.418500,3.905000
9.050600,-0.809200,2.046900,-1.434300,3.912000
9.119200,-0.800300,1.978800,-1.449900,3.920000
9.187600,-0.792600,1.910700,-1.465500,3.931000
9.255900,-0.786000,1.842700,-1.480900,3.944000
9.324100,-0.780400,1.774700,-1.496200,3.959000
9.392300,-0.775800,1.706600,-1.511400,3.976000
9.460300,-0.772300,1.638600,-1.526400,3.996000
9.528300,-0.769700,1.570700,-1.541200,4.018000
9.596300,-0.768200,1.502700,-1.555900,4.041000
9.664300,-0.767700,1.434700,-1.570300,4.068000
9.732300,-0.768200,1.366700,-1.584600,4.096000
9.800400,-0.769600,1.298700,-1.598700,4.126000
9.868400,-0.772000,1.230700,-1.612600,4.159000
9.936600,-0.775300,1.162700,-1.626300,4.194000
10.004800,-0.779500,1.094600,-1.639700,4.231000
10.073000,-0.784700,1.026600,-1.652900,4.271000
10.141400,-0.790700,0.958500,-1.665900,4.312000
10.210000,-0.797700,0.890400,-1.678700,4.356000
10.278600,-0.805500,0.822300,-1.691200,4.402000
10.347400,-0.814200,0.754100,-1.703500,4.449000
10.416300,-0.823700,0.685900,-1.715500,4.495000
10.485400,-0.834000,0.617700,-1.727300,4.541000
10.554700,-0.845200,0.549400,-1.738800,4.587000
10.624200,-0.857200,0.481100,-1.750100,4.632000
10.693800,-0.870000,0.412700,-1.761100,4.677000
10.763700,-0.883600,0.344300,-1.771900,4.721000
10.833700,-0.897900,0.275800,-1.782400,4.766000
10.904000,-0.913000,0.207300,-1.792700,4.810000
10.974500,-0.928800,0.138700,-1.802700,4.853000
11.045300,-0.945400,0.070000,-1.812400,4.897000
11.116300,-0.962700,0.001300,-1.821900,4.940000
11.187500,-0.980700,-0.067500,-1.831100,4.983000
11.259000,-0.999400,-0.136400,-1.840100,5.026000
11.330800,-1.018700,-0.205400,-1.848900,5.069000
11.402800,-1.038800,-0.274400,-1.857400,5.111000
11.475100,-1.059500,-0.343500,-1.865600,5.154000
11.547700,-1.080800,-0.412700,-1.873600,5.196000
11.620500,-1.102700,-0.482000,-1.881400,5.238000
11.693600,-1.125300,-0.551400,-1.888900,5.279000
11.767000,-1.148500,-0.621000,-1.896100,5.321000
11.840700,-1.172200,-0.690600,-1.903200,5.362000
11.914700,-1.196600,-0.760300,-1.910000,5.403000
11.989000,-1.221400,-0.830100,-1.916500,5.445000
12.063500,-1.246900,-0.900000,-1.922900,5.485000
12.138400,-1.272900,-0.970000,-1.929000,5.526000
12.213500,-1.299400,-1.040200,-1.934900,5.567000
12.289000,-1.326400,-1.110500,-1.940500,5.607000
12.364700,-1.353900,-1.180900,-1.946000,5.648000
12.440700,-1.381900,-1.251400,-1.951200,5.688000
12.517100,-1.410400,-1.322100,-1.956200,5.728000
12.593700,-1.439300,-1.392900,-1.961000,5.768000
12.670600,-1.468700,-1.463800,-1.965600,5.808000
12.747900,-1.498500,-1.534900,-1.970000,5.848000
12.825400,-1.528700,-1.606100,-1.974100,5.887000
12.903200,-1.559300,-1.677500,-1.978100,5.927000
12.981300,-1.590300,-1.749000,-1.981900,5.966000
13.059700,-1.621700,-1.820700,-1.985500,6.006000
13.138400,-1.653500,-1.892600,-1.988800,6.045000
13.217400,-1.685600,-1.964600,-1.992000,6.084000
13.296700,-1.718100,-2.036700,-1.995000,6.123000
13.376200,-1.750900,-2.109100,-1.997900,6.162000
13.456100,-1.784000,-2.181600,-2.000500,6.200000
13.536200,-1.817400,-2.254200,-2.002900,6.239000
13.616600,-1.851100,-2.327100,-2.005200,6.278000
13.697300,-1.885100,-2.400100,-2.007300,6.316000
13.778300,-1.919400,-2.473400,-2.009200,6.354000
13.859500,-1.953900,-2.546800,-2.010900,6.393000
13.941100,-1.988600,-2.620400,-2.012500,6.431000
14.022900,-2.023600,-2.694200,-2.013900,6.469000
14.104900,-2.058700,-2.768200,-2.015100,6.500000
14.187200,-2.094100,-2.842300,-2.016100,6.500000
14.269800,-2.129600,-2.916700,-2.017000,6.500000
14.352700,-2.165400,-2.991400,-2.017700,6.500000
14.435800,-2.201300,-3.066200,-2.018300,6.500000
14.519100,-2.237300,-3.141200,-2.018700,6.500000
14.602800,-2.273500,-3.216400,-2.018900,6.500000
14.686600,-2.309800,-3.291900,-2.019000,6.500000
14.770700,-2.346200,-3.367600,-2.018900,6.500000
14.855100,-2.382600,-3.443500,-2.018700,6.500000
14.939600,-2.419200,-3.519700,-2.018300,6.500000
15.024400,-2.455800,-3.596000,-2.017700,6.500000
15.109300,-2.492500,-3.672500,-2.017000,6.500000
15.194400,-2.529100,-3.749200,-2.016100,6.500000
15.279500,-2.565700,-3.826000,-2.015100,6.500000
15.364800,-2.602300,-3.903000,-2.013800,6.500000
15.450200,-2.638900,-3.980200,-2.012500,6.500000
15.535700,-2.675300,-4.057400,-2.010900,6.500000
15.621200,-2.711700,-4.134800,-2.009200,6.500000
15.706700,-2.747900,-4.212200,-2.007400,6.500000
15.792200,-2.784000,-4.289800,-2.005300,6.500000
15.877700,-2.819900,-4.367400,-2.003100,6.500000
15.963200,-2.855700,-4.445000,-2.000800,6.500000
16.048600,-2.891200,-4.522700,-1.998200,6.500000
16.133900,-2.926500,-4.600500,-1.995500,6.500000
16.219100,-2.961500,-4.678200,-1.992700,6.500000
16.304300,-2.996300,-4.756000,-1.989600,6.500000
16.389200,-3.030700,-4.833700,-1.986400,6.500000
16.474000,-3.064900,-4.911500,-1.982900,6.500000
16.558700,-3.098700,-4.989200,-1.979300,6.500000
16.643100,-3.132100,-5.066800,-1.975500,6.473000
16.727400,-3.165200,-5.144400,-1.971500,6.408000
16.811400,-3.197800,-5.222000,-1.967300,6.342000
16.895100,-3.230100,-5.299400,-1.962900,6.276000
16.978600,-3.261900,-5.376700,-1.958300,6.209000
17.061800,-3.293200,-5.454000,-1.953500,6.141000
17.144700,-3.324000,-5.531100,-1.948400,6.074000
17.227200,-3.354300,-5.608000,-1.943200,6.005000
17.309400,-3.384100,-5.684900,-1.937700,5.936000
17.391300,-3.413300,-5.761500,-1.931900,5.867000
17.472800,-3.441900,-5.838000,-1.926000,5.797000
17.553800,-3.469900,-5.914300,-1.919700,5.727000
17.634500,-3.497300,-5.990400,-1.913200,5.656000
17.714800,-3.524100,-6.066300,-1.906500,5.585000
17.794600,-3.550200,-6.141900,-1.899400,5.513000
17.873900,-3.575600,-6.217400,-1.892100,5.440000
17.952800,-3.600300,-6.292500,-1.884500,5.367000
18.031200,-3.624300,-6.367400,-1.876600,5.294000
18.109100,-3.647500,-6.442000,-1.868300,5.220000
18.186500,-3.670000,-6.516400,-1.859800,5.145000
18.263300,-3.691600,-6.590400,-1.850900,5.070000
18.339600,-3.712500,-6.664100,-1.841600,4.994000
18.415400,-3.732500,-6.737500,-1.832000,4.917000
18.490600,-3.751600,-6.810500,-1.822000,4.840000
18.565300,-3.769900,-6.883200,-1.811600,4.763000
18.639400,-3.787200,-6.955500,-1.800800,4.684000
18.712800,-3.803600,-7.027400,-1.789600,4.605000
18.785700,-3.819100,-7.098900,-1.778000,4.525000
18.858000,-3.833600,-7.170100,-1.765900,4.445000
18.929700,-3.847100,-7.240800,-1.753300,4.363000
19.000800,-3.859600,-7.311000,-1.740300,4.281000
19.071200,-3.871100,-7.380900,-1.726800,4.198000
19.141000,-3.881500,-7.450200,-1.712700,4.114000
19.210300,-3.890900,-7.519100,-1.698100,4.029000
19.278900,-3.899100,-7.587600,-1.683000,3.943000
19.346800,-3.906200,-7.655500,-1.667300,3.856000
19.414200,-3.912200,-7.722900,-1.651000,3.768000
19.480900,-3.917000,-7.789800,-1.634100,3.683000
19.547100,-3.920700,-7.856100,-1.616500,3.600000
19.612600,-3.923100,-7.921900,-1.598400,3.520000
19.677600,-3.924300,-7.987100,-1.579500,3.443000
19.741900,-3.924200,-8.051800,-1.560000,3.368000
19.805700,-3.922900,-8.115900,-1.539800,3.295000
19.869000,-3.920200,-8.179300,-1.518900,3.225000
19.931700,-3.916300,-8.242200,-1.497200,3.158000
19.993900,-3.911000,-8.304400,-1.474800,3.094000
20.055600,-3.904400,-8.366000,-1.451700,3.033000
20.116800,-3.896400,-8.426900,-1.427900,2.975000
20.177600,-3.886900,-8.487200,-1.403300,2.919000
20.238000,-3.876100,-8.546800,-1.378000,2.867000
20.298000,-3.863800,-8.605700,-1.351900,2.818000
20.357600,-3.850100,-8.663900,-1.325100,2.773000
20.416900,-3.834800,-8.721400,-1.297600,2.731000
20.475900,-3.818000,-8.778100,-1.269400,2.692000
20.534800,-3.799800,-8.834200,-1.240600,2.657000
20.593400,-3.779900,-8.889400,-1.211100,2.625000
20.651900,-3.758500,-8.943900,-1.181000,2.597000
20.710300,-3.735500,-8.997600,-1.150400,2.573000
20.768600,-3.710800,-9.050500,-1.119300,2.553000
20.827000,-3.684500,-9.102600,-1.087800,2.537000
20.885400,-3.656600,-9.153900,-1.055800,2.525000
20.944000,-3.627000,-9.204400,-1.023600,2.516000
21.002800,-3.595600,-9.254000,-0.991100,2.512000
21.061800,-3.562600,-9.302700,-0.958400,2.513000
21.121200,-3.527800,-9.350600,-0.925700,2.517000
21.181000,-3.491200,-9.397600,-0.892900,2.526000
21.241200,-3.452800,-9.443700,-0.860100,2.539000
21.301900,-3.412600,-9.488900,-0.827500,2.556000
21.363300,-3.370600,-9.533100,-0.795100,2.578000
21.425300,-3.326700,-9.576400,-0.762900,2.604000
21.488000,-3.281000,-9.618800,-0.731100,2.635000
21.551600,-3.233300,-9.660200,-0.699700,2.670000
21.616000,-3.183700,-9.700700,-0.668700,2.709000
21.681400,-3.132200,-9.740100,-0.638200,2.753000
21.747800,-3.078700,-9.778600,-0.608300,2.801000
21.815300,-3.023200,-9.816000,-0.579000,2.853000
21.883900,-2.965700,-9.852400,-0.550300,2.910000
21.953800,-2.906200,-9.887800,-0.522200,2.974000
22.024900,-2.844600,-9.922100,-0.495000,3.045000
22.097300,-2.781000,-9.955400,-0.468700,3.116000
22.170800,-2.715500,-9.987500,-0.443600,3.186000
22.245300,-2.648200,-10.018500,-0.419300,3.255000
22.320900,-2.579300,-10.048200,-0.395800,3.324000
22.397400,-2.508800,-10.076700,-0.373000,3.392000
22.474700,-2.436800,-10.104000,-0.350700,3.460000
22.552700,-2.363600,-10.129900,-0.328900,3.527000
22.631400,-2.289100,-10.154400,-0.307500,3.593000
22.710600,-2.213600,-10.177500,-0.286300,3.626000
22.790300,-2.137100,-10.199100,-0.265200,3.648000
22.870400,-2.059800,-10.219300,-0.244300,3.661000
22.950700,-1.981700,-10.237900,-0.223400,3.665000
23.031300,-1.903100,-10.254900,-0.202400,3.660000
23.111900,-1.823900,-10.270200,-0.181300,3.647000
23.192600,-1.744400,-10.283900,-0.159900,3.625000
23.273200,-1.664700,-10.295900,-0.138300,3.595000
23.353600,-1.584800,-10.306200,-0.116200,3.557000
23.433800,-1.504900,-10.314600,-0.093700,3.512000
23.513700,-1.425100,-10.321200,-0.070700,3.461000
23.593200,-1.345500,-10.325900,-0.047000,3.403000
23.672300,-1.266200,-10.328600,-0.022600,3.340000
23.750800,-1.187400,-10.329400,0.002600,3.271000
23.828700,-1.109200,-10.328200,0.028800,3.199000
23.905900,-1.031700,-10.325000,0.056000,3.122000
23.982400,-0.955000,-10.319600,0.084300,3.043000
24.058200,-0.879200,-10.312100,0.113800,2.962000
24.133100,-0.804500,-10.302400,0.144800,2.878000
24.207200,-0.730900,-10.290500,0.177200,2.794000
24.280400,-0.658600,-10.276300,0.211200,2.709000
24.352700,-0.587800,-10.259800,0.247000,2.625000
24.424100,-0.518400,-10.240900,0.284700,2.542000
24.494600,-0.450700,-10.219600,0.324400,2.461000
24.564300,-0.384700,-10.196000,0.366200,2.383000
24.633100,-0.320700,-10.169800,0.410300,2.308000
24.701100,-0.258600,-10.141100,0.456700,2.237000
24.768400,-0.198600,-10.109800,0.505500,2.170000
24.835000,-0.140800,-10.075900,0.556700,2.109000
24.901100,-0.085400,-10.039400,0.610300,2.055000
24.966800,-0.032500,-10.000100,0.666200,2.013000
25.032200,0.017900,-9.958200,0.723700,1.998000
25.097600,0.065600,-9.913500,0.780900,2.014000
25.163200,0.110800,-9.866100,0.836500,2.049000
25.229000,0.153400,-9.816200,0.890100,2.096000
25.295400,0.193700,-9.763700,0.941400,2.152000
25.362300,0.231500,-9.708900,0.990300,2.218000
25.430100,0.267100,-9.651700,1.036700,2.292000
25.498600,0.300500,-9.592300,1.080500,2.375000
25.568100,0.331700,-9.530700,1.121800,2.461000
25.638700,0.360800,-9.467100,1.160500,2.546000
25.710200,0.387900,-9.401400,1.196800,2.629000
25.782900,0.413100,-9.333900,1.230700,2.710000
25.856600,0.436400,-9.264400,1.262400,2.791000
25.931500,0.457900,-9.193300,1.291900,2.870000
26.007600,0.477600,-9.120400,1.319300,2.949000
26.084700,0.495700,-9.046000,1.344800,3.026000
26.162900,0.512200,-8.970100,1.368500,3.103000
26.242300,0.527200,-8.892700,1.390400,3.178000
26.322600,0.540700,-8.814000,1.410800,3.253000
26.404000,0.552800,-8.734000,1.429600,3.328000
26.486300,0.563600,-8.652900,1.447100,3.401000
26.569600,0.573100,-8.570600,1.463100,3.474000
26.653700,0.581400,-8.487400,1.478000,3.546000
26.738500,0.588700,-8.403200,1.491600,3.617000
26.824200,0.594900,-8.318100,1.504100,3.687000
26.910500,0.600100,-8.232300,1.515500,3.757000
26.997400,0.604400,-8.145800,1.525900,3.825000
27.084800,0.607900,-8.058700,1.535400,3.893000
27.172700,0.610600,-7.971000,1.543900,3.960000
27.261000,0.612600,-7.883000,1.551600,4.027000
27.349600,0.614000,-7.794500,1.558300,4.092000
27.438400,0.614800,-7.705800,1.564300,4.157000
27.527300,0.615200,-7.616900,1.569400,4.221000
27.616400,0.615100,-7.527900,1.573700,4.283000
27.705400,0.614600,-7.438800,1.577300,4.345000
27.794400,0.613900,-7.349800,1.580100,4.406000
27.883200,0.613000,-7.260900,1.582100,4.466000
27.971700,0.611900,-7.172200,1.583400,4.525000
28.059900,0.610800,-7.083900,1.583900,4.583000
28.147700,0.609600,-6.995900,1.583600,4.641000
28.234900,0.608500,-6.908300,1.582600,4.697000
28.321700,0.607500,-6.821300,1.581100,4.752000
28.407800,0.606700,-6.734900,1.579500,4.806000
28.493500,0.606000,-6.649000,1.578000,4.859000
28.578600,0.605500,-6.563600,1.576400,4.911000
28.663200,0.605100,-6.478700,1.574800,4.963000
28.747300,0.604800,-6.394400,1.573200,5.013000
28.830900,0.604700,-6.310500,1.571600,5.063000
28.914000,0.604700,-6.227200,1.570100,5.112000
28.996600,0.604800,-6.144300,1.568500,5.160000
29.078800,0.605000,-6.062000,1.567000,5.208000
29.160500,0.605400,-5.980100,1.565400,5.255000
29.241700,0.605900,-5.898600,1.563900,5.301000
29.322500,0.606500,-5.817600,1.562300,5.346000
29.402800,0.607300,-5.737000,1.560800,5.391000
29.482700,0.608100,-5.656900,1.559300,5.436000
29.562300,0.609100,-5.577200,1.557800,5.479000
29.641300,0.610200,-5.497900,1.556300,5.522000
29.720100,0.611400,-5.419000,1.554800,5.565000
29.798400,0.612700,-5.340500,1.553300,5.607000
29.876300,0.614200,-5.262400,1.551900,5.649000
29.953800,0.615700,-5.184700,1.550500,5.690000
30.031000,0.617300,-5.107300,1.549000,5.730000
30.107900,0.619000,-5.030300,1.547600,5.770000
30.184400,0.620900,-4.953700,1.546200,5.810000
30.260500,0.622800,-4.877400,1.544800,5.849000
30.336400,0.624800,-4.801400,1.543500,5.888000
30.411900,0.626900,-4.725800,1.542100,5.926000
30.487100,0.629100,-4.650400,1.540800,5.964000
30.562000,0.631400,-4.575400,1.539500,6.002000
30.636700,0.633800,-4.500700,1.538200,6.039000
30.711000,0.636300,-4.426200,1.537000,6.076000
30.785100,0.638900,-4.352100,1.535700,6.112000
30.858900,0.641500,-4.278200,1.534500,6.148000
30.932400,0.644200,-4.204600,1.533300,6.184000
31.005800,0.647000,-4.131200,1.532200,6.220000
31.078800,0.649900,-4.058000,1.531000,6.255000
31.151700,0.652800,-3.985100,1.529900,6.290000
31.224300,0.655800,-3.912500,1.528800,6.324000
31.296700,0.658900,-3.840000,1.527700,6.358000
31.369000,0.662100,-3.767700,1.526700,6.392000
31.441000,0.665300,-3.695700,1.525700,6.426000
31.512800,0.668600,-3.623800,1.524700,6.460000
31.584500,0.671900,-3.552100,1.523700,6.493000
31.656000,0.675300,-3.480600,1.522800,6.500000
31.727400,0.678800,-3.409300,1.521900,6.500000
31.798600,0.682300,-3.338100,1.521000,6.500000
31.869700,0.685900,-3.267000,1.520200,6.500000
31.940700,0.689500,-3.196100,1.519400,6.500000
32.011500,0.693200,-3.125300,1.518600,6.500000
32.082200,0.696900,-3.054600,1.517900,6.500000
32.152800,0.700600,-2.984000,1.517200,6.500000
32.223400,0.704400,-2.913600,1.516500,6.500000
32.293800,0.708300,-2.843200,1.515900,6.500000
32.364200,0.712200,-2.772900,1.515300,6.500000
32.434500,0.716100,-2.702700,1.514700,6.500000
32.504700,0.720100,-2.632500,1.514200,6.500000
32.574900,0.724100,-2.562400,1.513700,6.500000
32.645100,0.728100,-2.492300,1.513200,6.500000
32.715200,0.732100,-2.422300,1.512800,6.500000
32.785400,0.736200,-2.352300,1.512400,6.500000
32.855500,0.740300,-2.282300,1.512000,6.500000
32.925600,0.744500,-2.212300,1.511700,6.500000
32.995700,0.748600,-2.142300,1.511400,6.500000
33.065800,0.752800,-2.072400,1.511200,6.500000
33.135900,0.757000,-2.002400,1.510900,6.500000
33.206100,0.761200,-1.932300,1.510800,6.500000
33.276300,0.765400,-1.862300,1.510600,6.500000
33.346600,0.769600,-1.792100,1.510500,6.500000
33.416900,0.773800,-1.722000,1.510400,6.500000
33.487300,0.778100,-1.651700,1.510400,6.500000
33.557800,0.782300,-1.581400,1.510400,6.500000
33.628300,0.786600,-1.511100,1.510500,6.500000
33.699000,0.790900,-1.440600,1.510500,6.500000
33.769700,0.795100,-1.370000,1.510700,6.500000
33.840600,0.799400,-1.299300,1.510800,6.500000
33.911600,0.803600,-1.228500,1.511000,6.500000
33.982700,0.807800,-1.157600,1.511200,6.500000
34.054000,0.812100,-1.086600,1.511500,6.500000
34.125400,0.816300,-1.015400,1.511700,6.500000
34.196900,0.820500,-0.944000,1.512100,6.500000
34.268700,0.824700,-0.872500,1.512400,6.500000
34.340600,0.828900,-0.800800,1.512800,6.500000
34.412700,0.833000,-0.728900,1.513200,6.500000
34.484900,0.837200,-0.656900,1.513700,6.500000
34.557400,0.841300,-0.584600,1.514200,6.500000
34.630100,0.845400,-0.512100,1.514700,6.500000
34.703000,0.849400,-0.439500,1.515200,6.500000
34.776100,0.853500,-0.366500,1.515800,6.500000
34.849500,0.857500,-0.293400,1.516400,6.500000
34.923100,0.861400,-0.220000,1.517100,6.500000
34.997000,0.865400,-0.146400,1.517700,6.500000
35.071100,0.869300,-0.072500,1.518400,6.500000
35.145500,0.873100,0.001700,1.519200,6.500000
35.220200,0.877000,0.076100,1.519900,6.500000
35.295200,0.880700,0.150900,1.520700,6.500000
35.370500,0.884500,0.225900,1.521500,6.500000
35.446100,0.888200,0.301200,1.522400,6.500000
35.522000,0.891800,0.376900,1.523200,6.500000
35.598200,0.895400,0.452900,1.524100,6.500000
35.674800,0.898900,0.529200,1.525000,6.500000
35.751700,0.902400,0.605800,1.526000,6.500000
35.828900,0.905800,0.682800,1.527000,6.500000
35.906500,0.909100,0.760200,1.528100,6.500000
35.984400,0.912400,0.837800,1.529400,6.500000
36.062500,0.915600,0.915800,1.530800,6.500000
36.141000,0.918700,0.994100,1.532400,6.500000
36.219700,0.921600,1.072600,1.534000,6.500000
36.298700,0.924500,1.151400,1.535800,6.500000
36.377900,0.927100,1.230500,1.537800,6.500000
36.457400,0.929700,1.309800,1.539800,6.500000
36.537000,0.932100,1.389300,1.542000,6.500000
36.616900,0.934300,1.469000,1.544300,6.500000
36.696900,0.936300,1.548900,1.546800,6.500000
36.777100,0.938100,1.629100,1.549300,6.500000
36.857500,0.939700,1.709300,1.552000,6.500000
36.938000,0.941100,1.789800,1.554900,6.500000
37.018700,0.942300,1.870300,1.557800,6.500000
37.099400,0.943200,1.951000,1.560900,6.500000
37.180300,0.943900,2.031800,1.564200,6.500000
37.261200,0.944300,2.112700,1.567500,6.500000
37.342200,0.944400,2.193700,1.571000,6.500000
37.423300,0.944300,2.274800,1.574700,6.500000
37.504500,0.943800,2.355900,1.578400,6.500000
37.585700,0.943000,2.437100,1.582400,6.500000
37.666900,0.941900,2.518300,1.586400,6.500000
37.748100,0.940500,2.599500,1.590600,6.500000
37.829300,0.938700,2.680700,1.595000,6.500000
37.910500,0.936600,2.761800,1.599500,6.500000
37.991700,0.934100,2.843000,1.604100,6.500000
38.072800,0.931200,2.924100,1.608900,6.500000
38.153900,0.927900,3.005200,1.613800,6.500000
38.234900,0.924200,3.086100,1.619000,6.500000
38.315900,0.920100,3.167000,1.624200,6.500000
38.396800,0.915500,3.247800,1.629600,6.500000
38.477600,0.910600,3.328500,1.635200,6.500000
38.558300,0.905100,3.409100,1.641000,6.500000
38.638900,0.899200,3.489500,1.646900,6.462000
38.719300,0.892900,3.569800,1.653000,6.399000
38.799600,0.886000,3.649900,1.659300,6.336000
38.879800,0.878700,3.729800,1.665800,6.273000
38.959800,0.870800,3.809500,1.672400,6.209000
39.039700,0.862400,3.889000,1.679300,6.144000
39.119400,0.853500,3.968300,1.686300,6.079000
