s,x,y,theta,velocity
39.198900,0.844000,4.047400,1.693500,6.013000
39.278300,0.834000,4.126200,1.701000,5.947000
39.357400,0.823500,4.204700,1.708600,5.880000
39.436300,0.812300,4.282900,1.716400,5.812000
39.515100,0.800500,4.360900,1.724500,5.744000
39.593600,0.788200,4.438500,1.732800,5.675000
39.671900,0.775200,4.515900,1.741200,5.606000
39.749900,0.761600,4.592800,1.750000,5.536000
39.827700,0.747400,4.669500,1.758900,5.465000
39.905300,0.732500,4.745700,1.768100,5.394000
39.982600,0.717000,4.821600,1.777500,5.322000
40.059700,0.700800,4.897100,1.787200,5.249000
40.136600,0.683900,4.972200,1.797100,5.175000
40.213200,0.666300,5.046900,1.807300,5.101000
40.289500,0.648000,5.121100,1.817700,5.029000
40.365500,0.629000,5.194900,1.828400,4.959000
40.441300,0.609300,5.268200,1.839300,4.889000
40.516900,0.588800,5.341000,1.850600,4.821000
40.592100,0.567500,5.413400,1.862100,4.754000
40.667100,0.545500,5.485200,1.873900,4.689000
40.741900,0.522800,5.556600,1.886000,4.625000
40.816400,0.499200,5.627400,1.898400,4.562000
40.890600,0.474800,5.697600,1.911000,4.501000
40.964600,0.449700,5.767300,1.924000,4.442000
41.038300,0.423700,5.836400,1.937300,4.383000
41.111700,0.396800,5.904900,1.950900,4.327000
41.184900,0.369200,5.972800,1.964700,4.271000
41.257900,0.340600,6.040100,1.978900,4.218000
41.330700,0.311200,6.106800,1.993500,4.165000
41.403200,0.280900,6.172800,2.008300,4.115000
41.475500,0.249800,6.238200,2.023400,4.066000
41.547600,0.217700,6.302900,2.038900,4.019000
41.619500,0.184700,6.366900,2.054700,3.973000
41.691200,0.150800,6.430200,2.070800,3.929000
41.762800,0.115900,6.492800,2.087200,3.887000
41.834200,0.080100,6.554600,2.104000,3.846000
41.905400,0.043400,6.615800,2.121000,3.808000
41.976600,0.005600,6.676100,2.138400,3.771000
42.047600,-0.033100,6.735700,2.156000,3.736000
42.118500,-0.072800,6.794500,2.174000,3.703000
42.189300,-0.113600,6.852500,2.192200,3.672000
42.260100,-0.155300,6.909700,2.210700,3.643000
42.330800,-0.198100,6.966000,2.229500,3.616000
42.401600,-0.241900,7.021600,2.248600,3.591000
42.472300,-0.286800,7.076200,2.267900,3.568000
42.543000,-0.332700,7.130000,2.287500,3.547000
42.613900,-0.379800,7.182900,2.307300,3.528000
42.684700,-0.427900,7.234900,2.327300,3.512000
42.755700,-0.477100,7.286000,2.347500,3.498000
42.826900,-0.527400,7.336200,2.367900,3.486000
42.898200,-0.578800,7.385400,2.388500,3.476000
42.969600,-0.631400,7.433700,2.409200,3.469000
43.041300,-0.685200,7.481000,2.430100,3.463000
43.113300,-0.740000,7.527300,2.451100,3.461000
43.185500,-0.796100,7.572700,2.472100,3.460000
43.258100,-0.853300,7.617000,2.493300,3.463000
43.331000,-0.911800,7.660300,2.514500,3.467000
43.404300,-0.971400,7.702600,2.535700,3.474000
43.478000,-1.032300,7.743800,2.557000,3.488000
43.552100,-1.094300,7.783900,2.578100,3.516000
43.626700,-1.157600,7.823000,2.599000,3.558000
43.701700,-1.222100,7.860900,2.619400,3.604000
43.777200,-1.287700,7.897800,2.639400,3.648000
43.853000,-1.354300,7.933500,2.659100,3.690000
43.929100,-1.421900,7.968200,2.678400,3.730000
44.005600,-1.490600,8.001600,2.697400,3.767000
44.082400,-1.560100,8.033900,2.716100,3.801000
44.159600,-1.630500,8.065000,2.734600,3.833000
44.236900,-1.701700,8.095000,2.752900,3.862000
44.314600,-1.773700,8.123700,2.770900,3.888000
44.392400,-1.846400,8.151200,2.788800,3.911000
44.470400,-1.919800,8.177500,2.806600,3.930000
44.548600,-1.993800,8.202500,2.824200,3.946000
44.626900,-2.068300,8.226300,2.841700,3.959000
44.705300,-2.143400,8.248800,2.859200,3.969000
44.783800,-2.219000,8.270000,2.876600,3.975000
44.862400,-2.294900,8.289900,2.894000,3.978000
44.940900,-2.371300,8.308500,2.911300,3.977000
45.019500,-2.447900,8.325700,2.928700,3.973000
45.098000,-2.524900,8.341700,2.946200,3.966000
45.176500,-2.602000,8.356200,2.963700,3.955000
45.254900,-2.679300,8.369400,2.981300,3.941000
45.333200,-2.756800,8.381300,2.999000,3.924000
45.411300,-2.834300,8.391700,3.016900,3.903000
45.489300,-2.911800,8.400700,3.034900,3.880000
45.567100,-2.989300,8.408300,3.053200,3.854000
45.644600,-3.066800,8.414400,3.071600,3.824000
45.721900,-3.144100,8.419100,3.090300,3.793000
45.799000,-3.221200,8.422400,3.109200,3.758000
45.875800,-3.298100,8.424100,3.128500,3.721000
45.952200,-3.374700,8.424400,-3.135100,3.683000
46.028400,-3.451000,8.423100,-3.115200,3.641000
46.104200,-3.527000,8.420400,-3.094900,3.599000
46.179600,-3.602500,8.416100,-3.074200,3.554000
46.254600,-3.677500,8.410200,-3.053100,3.508000
46.329300,-3.752000,8.402800,-3.031500,3.461000
46.403600,-3.825900,8.393800,-3.009500,3.412000
46.477400,-3.899200,8.383200,-2.986900,3.363000
46.550800,-3.971800,8.371100,-2.963700,3.313000
46.623800,-4.043700,8.357300,-2.940000,3.262000
46.696400,-4.114900,8.341800,-2.915700,3.211000
46.768500,-4.185200,8.324800,-2.890800,3.160000
46.840200,-4.254600,8.306000,-2.865200,3.110000
46.911500,-4.323100,8.285600,-2.838900,3.060000
46.982300,-4.390700,8.263500,-2.811900,3.010000
47.052800,-4.457200,8.239700,-2.784100,2.962000
47.122800,-4.522700,8.214200,-2.755600,2.914000
47.192500,-4.587000,8.187000,-2.726400,2.868000
47.261800,-4.650100,8.158000,-2.696300,2.823000
47.330800,-4.712100,8.127300,-2.665500,2.780000
47.399400,-4.772800,8.094800,-2.633900,2.740000
47.467800,-4.832100,8.060500,-2.601500,2.701000
47.536000,-4.890100,8.024500,-2.568300,2.665000
47.604000,-4.946600,7.986600,-2.534300,2.632000
47.671800,-5.001700,7.946900,-2.499500,2.601000
47.739600,-5.055300,7.905300,-2.464100,2.574000
47.807300,-5.107300,7.861900,-2.428000,2.550000
47.875100,-5.157700,7.816700,-2.391200,2.529000
47.942900,-5.206400,7.769500,-2.353900,2.514000
48.010900,-5.253400,7.720500,-2.316100,2.515000
48.079200,-5.298700,7.669600,-2.278600,2.543000
48.147800,-5.342200,7.616800,-2.242200,2.591000
48.216700,-5.384000,7.562200,-2.207100,2.648000
48.286200,-5.424200,7.505800,-2.173400,2.710000
48.356100,-5.462700,7.447800,-2.141000,2.778000
48.426600,-5.499700,7.388100,-2.109900,2.850000
48.497700,-5.535100,7.326800,-2.080200,2.924000
48.569400,-5.569000,7.264000,-2.051900,2.997000
48.641700,-5.601400,7.199700,-2.024900,3.069000
48.714700,-5.632400,7.134000,-1.999100,3.139000
48.788400,-5.662100,7.066900,-1.974700,3.209000
48.862800,-5.690400,6.998400,-1.951400,3.278000
48.937800,-5.717300,6.928700,-1.929300,3.346000
49.013600,-5.743000,6.857800,-1.908300,3.413000
49.090000,-5.767500,6.785800,-1.888500,3.479000
49.167200,-5.790800,6.712600,-1.869700,3.545000
49.244900,-5.812900,6.638400,-1.851800,3.610000
49.323300,-5.833900,6.563200,-1.835000,3.675000
49.402400,-5.853900,6.487000,-1.819000,3.739000
49.482000,-5.872800,6.410000,-1.804000,3.802000
49.562200,-5.890700,6.332100,-1.789800,3.865000
49.642900,-5.907600,6.253400,-1.776400,3.927000
49.724200,-5.923600,6.174000,-1.763800,3.989000
49.805900,-5.938800,6.093900,-1.751900,4.050000
49.888000,-5.953100,6.013200,-1.740700,4.110000
49.970600,-5.966600,5.932000,-1.730200,4.170000
50.053500,-5.979300,5.850200,-1.720400,4.229000
50.136800,-5.991300,5.768000,-1.711300,4.288000
50.220300,-6.002600,5.685300,-1.702700,4.346000
50.304100,-6.013300,5.602300,-1.694800,4.403000
50.388100,-6.023300,5.519000,-1.687400,4.460000
50.472300,-6.032800,5.435500,-1.680600,4.517000
50.556500,-6.041800,5.351800,-1.674300,4.572000
50.640800,-6.050200,5.267900,-1.668600,4.627000
50.725100,-6.058200,5.184000,-1.663400,4.682000
50.809400,-6.065800,5.100000,-1.658700,4.735000
50.893600,-6.073000,5.016000,-1.654600,4.788000
50.977700,-6.079900,4.932200,-1.650900,4.841000
51.061600,-6.086500,4.848400,-1.647700,4.892000
51.145200,-6.092800,4.764900,-1.645000,4.943000
51.228600,-6.098900,4.681600,-1.642800,4.994000
51.311700,-6.104800,4.598500,-1.640500,5.043000
51.394500,-6.110500,4.515800,-1.638200,5.092000
51.477000,-6.115900,4.433300,-1.635600,5.141000
51.559200,-6.121200,4.351100,-1.632900,5.189000
51.641100,-6.126100,4.269200,-1.630000,5.236000
51.722700,-6.130800,4.187600,-1.627000,5.282000
51.804000,-6.135300,4.106300,-1.623700,5.328000
51.885000,-6.139400,4.025300,-1.620300,5.374000
51.965700,-6.143300,3.944500,-1.616700,5.418000
52.046000,-6.146800,3.864100,-1.612900,5.463000
52.126100,-6.150100,3.783900,-1.608900,5.507000
52.205800,-6.152900,3.704100,-1.604700,5.550000
52.285200,-6.155500,3.624600,-1.600300,5.593000
52.364300,-6.157600,3.545300,-1.595700,5.635000
52.443100,-6.159400,3.466400,-1.591000,5.677000
52.521600,-6.160800,3.387800,-1.586000,5.718000
52.599800,-6.161800,3.309500,-1.580800,5.759000
52.677600,-6.162400,3.231500,-1.575400,5.799000
52.755100,-6.162500,3.153800,-1.569800,5.839000
52.832300,-6.162200,3.076400,-1.564000,5.879000
52.909200,-6.161500,2.999400,-1.558000,5.918000
52.985800,-6.160200,2.922600,-1.551700,5.957000
53.062100,-6.158500,2.846200,-1.545300,5.990000
53.138100,-6.156400,2.770100,-1.538600,5.926000
53.213700,-6.153700,2.694400,-1.531700,5.862000
53.289100,-6.150400,2.618900,-1.524500,5.797000
53.364100,-6.146700,2.543800,-1.517200,5.732000
53.438900,-6.142400,2.469000,-1.509600,5.667000
53.513400,-6.137500,2.394600,-1.501700,5.601000
53.587500,-6.132100,2.320500,-1.493600,5.534000
53.661400,-6.126100,2.246700,-1.485300,5.467000
53.735000,-6.119500,2.173300,-1.476800,5.399000
53.808300,-6.112300,2.100200,-1.468000,5.331000
53.881300,-6.104400,2.027400,-1.458900,5.262000
53.954100,-6.096000,1.955000,-1.449600,5.192000
54.026600,-6.086900,1.882900,-1.440100,5.122000
54.098900,-6.077100,1.811200,-1.430300,5.051000
54.170900,-6.066600,1.739800,-1.420300,4.980000
54.242700,-6.055500,1.668800,-1.410000,4.912000
54.314200,-6.043600,1.598200,-1.399400,4.846000
54.385500,-6.031100,1.527900,-1.388700,4.782000
54.456600,-6.017800,1.457900,-1.377600,4.722000
54.527500,-6.003800,1.388300,-1.366300,4.663000
54.598200,-5.989000,1.319100,-1.354800,4.607000
54.668700,-5.973500,1.250200,-1.343000,4.553000
54.739000,-5.957200,1.181700,-1.331000,4.502000
54.809200,-5.940100,1.113600,-1.318700,4.452000
54.879200,-5.922200,1.045800,-1.306200,4.405000
54.949100,-5.903400,0.978400,-1.293500,4.361000
55.018900,-5.883900,0.911400,-1.280500,4.318000
55.088500,-5.863500,0.844700,-1.267300,4.278000
55.158100,-5.842300,0.778400,-1.253800,4.240000
55.227500,-5.820200,0.712500,-1.240200,4.204000
55.296900,-5.797200,0.647000,-1.226300,4.170000
55.366300,-5.773300,0.581900,-1.212300,4.130000
55.435600,-5.748500,0.517100,-1.198000,4.045000
55.504900,-5.722800,0.452700,-1.183500,3.958000
55.574200,-5.696100,0.388800,-1.168900,3.870000
55.643600,-5.668500,0.325200,-1.154000,3.779000
55.712900,-5.640000,0.262000,-1.139000,3.686000
55.782400,-5.610500,0.199200,-1.123900,3.591000
55.851800,-5.580000,0.136800,-1.108100,3.493000
55.921200,-5.548500,0.074900,-1.091100,3.392000
55.990400,-5.515900,0.013600,-1.072300,3.288000
56.059300,-5.482300,-0.046700,-1.051600,3.182000
56.127700,-5.447600,-0.106000,-1.028900,3.072000
56.195600,-5.411700,-0.164000,-1.004100,2.960000
56.262900,-5.374700,-0.220500,-0.976900,2.844000
56.329400,-5.336500,-0.275400,-0.947100,2.725000
56.395200,-5.297000,-0.328500,-0.914500,2.601000
56.460100,-5.256200,-0.379600,-0.879000,2.473000
56.524100,-5.214200,-0.428500,-0.840200,2.352000
56.587200,-5.170800,-0.475000,-0.797900,2.239000
56.649400,-5.126000,-0.518900,-0.751900,2.133000
56.710800,-5.079900,-0.560000,-0.702100,2.035000
56.771500,-5.032300,-0.598200,-0.648100,1.946000
56.831400,-4.983200,-0.633200,-0.590000,1.867000
56.890800,-4.932600,-0.664900,-0.527700,1.799000
56.949900,-4.880500,-0.693000,-0.461500,1.742000
57.008800,-4.826900,-0.717500,-0.391600,1.698000
57.067900,-4.771600,-0.738000,-0.318500,1.675000
57.127300,-4.714700,-0.754500,-0.244500,1.688000
57.187400,-4.656200,-0.766800,-0.172600,1.732000
57.248200,-4.596400,-0.775100,-0.104400,1.791000
57.309800,-4.535300,-0.779500,-0.039800,1.855000
57.372500,-4.473100,-0.780000,0.021100,1.924000
57.436200,-4.410000,-0.776800,0.078600,1.996000
57.500900,-4.346200,-0.770000,0.133000,2.070000
57.566600,-4.281800,-0.759700,0.184400,2.144000
57.633500,-4.216900,-0.745900,0.233200,2.218000
57.701300,-4.151700,-0.728800,0.279600,2.289000
57.770100,-4.086500,-0.708400,0.324000,2.357000
57.839900,-4.021300,-0.685000,0.366500,2.420000
57.910500,-3.956200,-0.658400,0.407400,2.479000
57.981800,-3.891600,-0.629000,0.447000,2.531000
58.053900,-3.827500,-0.596700,0.485500,2.576000
58.126600,-3.764100,-0.561700,0.523100,2.614000
58.199900,-3.701500,-0.524100,0.560000,2.644000
58.273600,-3.640000,-0.483900,0.596500,2.666000
58.347600,-3.579600,-0.441300,0.632700,2.679000
58.421900,-3.520600,-0.396400,0.668800,2.684000
58.496400,-3.463000,-0.349200,0.705000,2.680000
58.570900,-3.407100,-0.299900,0.741400,2.669000
58.645500,-3.353100,-0.248500,0.778300,2.650000
58.719900,-3.301000,-0.195200,0.815800,2.624000
58.794200,-3.251000,-0.140100,0.854000,2.591000
58.868200,-3.203400,-0.083200,0.893300,2.553000
58.942000,-3.158200,-0.024700,0.933700,2.509000
59.015400,-3.115600,0.035400,0.975300,2.462000
59.088400,-3.075900,0.096900,1.018500,2.411000
59.161000,-3.039000,0.159700,1.063300,2.358000
59.233200,-3.005300,0.223800,1.109900,2.305000
59.304900,-2.974800,0.289000,1.158500,2.251000
59.376300,-2.947800,0.355300,1.209100,2.198000
59.447300,-2.924300,0.422500,1.261900,2.146000
59.518000,-2.904600,0.490500,1.317000,2.243000
59.588500,-2.888800,0.559300,1.345100,2.336000
