s,x,y,theta,velocity
19.643400,0.605100,-0.012600,1.525200,4.867000
19.681600,0.606900,0.025500,1.524400,4.890000
19.719800,0.608600,0.063700,1.523600,4.913000
19.758000,0.610500,0.101800,1.522900,4.937000
19.796200,0.612300,0.140000,1.522200,4.960000
19.834400,0.614200,0.178100,1.521500,4.983000
19.872600,0.616100,0.216300,1.520700,5.006000
19.910800,0.618000,0.254400,1.519700,5.029000
19.949000,0.620000,0.292600,1.518400,5.051000
19.987200,0.622000,0.330700,1.517000,5.074000
20.025400,0.624100,0.368800,1.515200,5.097000
20.063500,0.626200,0.407000,1.513300,5.119000
20.101700,0.628500,0.445100,1.511000,5.141000
20.139900,0.630800,0.483200,1.508600,5.164000
20.178100,0.633200,0.521300,1.505900,5.186000
20.216300,0.635800,0.559400,1.502900,5.208000
20.254500,0.638400,0.597500,1.499800,5.230000
20.292700,0.641200,0.635600,1.496600,5.252000
20.330900,0.644100,0.673700,1.493500,5.273000
20.369100,0.647100,0.711800,1.490400,5.295000
20.407300,0.650200,0.749800,1.487500,5.317000
20.445500,0.653400,0.787900,1.484600,5.338000
20.483700,0.656800,0.825900,1.481700,5.360000
20.521800,0.660200,0.864000,1.478900,5.381000
20.560000,0.663800,0.902000,1.476200,5.402000
20.598200,0.667400,0.940000,1.473600,5.423000
20.636400,0.671200,0.978000,1.471000,5.444000
20.674600,0.675100,1.016000,1.468700,5.465000
20.712800,0.679000,1.054000,1.466600,5.486000
20.751000,0.683000,1.092000,1.464900,5.507000
20.789200,0.687100,1.130000,1.463600,5.528000
20.827400,0.691200,1.167900,1.462600,5.549000
20.865600,0.695300,1.205900,1.462000,5.569000
20.903800,0.699500,1.243900,1.461800,5.590000
20.942000,0.703600,1.281800,1.461900,5.610000
20.980100,0.707800,1.319800,1.462400,5.631000
21.018300,0.711900,1.357800,1.463300,5.651000
21.056500,0.716000,1.395700,1.464400,5.671000
21.094700,0.720000,1.433700,1.465400,5.678000
21.132900,0.724000,1.471700,1.466000,5.644000
21.171100,0.728000,1.509700,1.466100,5.610000
21.209300,0.732000,1.547700,1.465900,5.576000
21.247500,0.736000,1.585600,1.465300,5.542000
21.285700,0.740000,1.623600,1.464300,5.507000
21.323900,0.744100,1.661600,1.462800,5.472000
21.362100,0.748200,1.699600,1.461000,5.437000
21.400200,0.752500,1.737500,1.458700,5.402000
21.438400,0.756800,1.775500,1.456100,5.367000
21.476600,0.761200,1.813400,1.453400,5.331000
21.514800,0.765700,1.851300,1.451200,5.295000
21.553000,0.770300,1.889200,1.449700,5.259000
21.591200,0.775000,1.927100,1.448900,5.222000
21.629400,0.779600,1.965100,1.448800,5.186000
21.667600,0.784300,2.003000,1.449500,5.149000
21.705800,0.788900,2.040900,1.450900,5.112000
21.744000,0.793400,2.078800,1.453000,5.074000
21.782200,0.797800,2.116700,1.455900,5.036000
21.820300,0.802200,2.154700,1.459400,4.998000
21.858500,0.806300,2.192600,1.463700,4.960000
21.896700,0.810300,2.230600,1.468200,4.921000
21.934900,0.814100,2.268600,1.472700,4.882000
21.973100,0.817800,2.306600,1.477100,4.843000
22.011300,0.821300,2.344700,1.481400,4.803000
22.049500,0.824600,2.382700,1.485600,4.763000
22.087700,0.827800,2.420800,1.489600,4.723000
22.125900,0.830800,2.458900,1.493500,4.683000
22.164100,0.833700,2.496900,1.497300,4.642000
22.202300,0.836400,2.535000,1.500900,4.600000
22.240500,0.839000,2.573100,1.504500,4.559000
22.278700,0.841500,2.611300,1.507900,4.516000
22.316900,0.843800,2.649400,1.511500,4.474000
22.355100,0.846000,2.687500,1.515300,4.431000
22.393300,0.848100,2.725600,1.519300,4.388000
22.431400,0.849900,2.763800,1.523600,4.344000
22.469600,0.851700,2.801900,1.528100,4.300000
22.507800,0.853200,2.840100,1.532900,4.255000
22.546000,0.854600,2.878300,1.537900,4.210000
22.584200,0.855700,2.916500,1.543100,4.165000
22.622400,0.856700,2.954600,1.548600,4.118000
22.660600,0.857400,2.992800,1.554300,4.072000
22.698800,0.857900,3.031000,1.560400,4.025000
22.737000,0.858200,3.069200,1.566800,3.977000
22.775300,0.858200,3.107500,1.573700,3.928000
22.813500,0.858000,3.145700,1.581100,3.880000
22.851700,0.857400,3.183900,1.589000,3.830000
22.889900,0.856600,3.222100,1.597300,3.780000
22.928100,0.855400,3.260300,1.606100,3.729000
22.966300,0.853900,3.298400,1.615400,3.677000
23.004500,0.852000,3.336600,1.625200,3.625000
23.042700,0.849700,3.374700,1.635400,3.572000
23.080900,0.847100,3.412800,1.646100,3.519000
23.119000,0.844000,3.450900,1.657000,3.516000
23.157200,0.840500,3.488900,1.667800,3.548000
23.195400,0.836600,3.526900,1.678300,3.581000
23.233600,0.832300,3.564900,1.688500,3.612000
23.271800,0.827600,3.602800,1.698500,3.644000
23.310100,0.822600,3.640600,1.708300,3.675000
23.348300,0.817200,3.678500,1.717800,3.706000
23.386500,0.811400,3.716200,1.727100,3.737000
23.424700,0.805300,3.754000,1.736100,3.768000
23.462900,0.798800,3.791700,1.744900,3.798000
23.501200,0.792000,3.829300,1.753500,3.828000
23.539400,0.784900,3.866800,1.762300,3.788000
23.577600,0.777500,3.904300,1.771300,3.737000
23.615800,0.769700,3.941800,1.780700,3.686000
23.654100,0.761500,3.979100,1.790500,3.634000
23.692300,0.753000,4.016400,1.800700,3.581000
23.730500,0.744100,4.053500,1.811200,3.527000
23.768700,0.734800,4.090600,1.822100,3.472000
23.806900,0.725100,4.127500,1.833400,3.417000
23.845000,0.715000,4.164300,1.845000,3.364000
23.883200,0.704400,4.201000,1.857000,3.326000
23.921400,0.693400,4.237600,1.869200,3.317000
23.959600,0.682000,4.274000,1.881300,3.331000
23.997800,0.670100,4.310300,1.893200,3.351000
24.036000,0.657800,4.346400,1.905100,3.304000
24.074200,0.645100,4.382400,1.916700,3.246000
24.112400,0.631900,4.418300,1.928300,3.186000
24.150600,0.618300,4.454000,1.939700,3.126000
24.188800,0.604300,4.489600,1.950900,3.064000
24.227100,0.589900,4.525100,1.962000,3.001000
24.265400,0.575200,4.560400,1.973000,2.936000
24.303700,0.560000,4.595500,1.984700,2.870000
24.342000,0.544400,4.630500,1.997900,2.803000
24.380200,0.528200,4.665200,2.012600,2.734000
24.418500,0.511600,4.699700,2.029100,2.663000
24.456700,0.494400,4.733800,2.047200,2.590000
24.495000,0.476500,4.767600,2.066900,2.515000
24.533100,0.458000,4.801100,2.088400,2.438000
24.571300,0.438800,4.834000,2.111600,2.359000
24.609500,0.418700,4.866500,2.136500,2.299000
24.647600,0.397800,4.898500,2.162100,2.293000
24.685800,0.376200,4.929900,2.187300,2.332000
24.724000,0.353700,4.960800,2.211300,2.380000
24.762300,0.330500,4.991100,2.234200,2.428000
24.800500,0.306600,5.021000,2.255900,2.475000
24.838800,0.282100,5.050400,2.276500,2.521000
24.877100,0.256900,5.079300,2.296000,2.566000
24.915400,0.231300,5.107700,2.314300,2.610000
24.953700,0.205100,5.135700,2.331700,2.654000
24.992000,0.178400,5.163200,2.348200,2.697000
25.030300,0.151400,5.190300,2.364600,2.739000
25.068500,0.123900,5.216900,2.381300,2.781000
25.106800,0.095900,5.243000,2.398300,2.793000
25.145000,0.067500,5.268600,2.415600,2.767000
25.183200,0.038700,5.293800,2.433300,2.742000
25.221500,0.009500,5.318400,2.451200,2.717000
25.259700,-0.020200,5.342400,2.469500,2.693000
25.297900,-0.050300,5.365900,2.488100,2.670000
25.336100,-0.080900,5.388900,2.507000,2.651000
25.374300,-0.111900,5.411300,2.526200,2.639000
25.412500,-0.143300,5.433000,2.545400,2.633000
25.450800,-0.175100,5.454200,2.564800,2.630000
25.489000,-0.207400,5.474700,2.584200,2.625000
25.527300,-0.240000,5.494700,2.603600,2.620000
25.565500,-0.273100,5.513900,2.623200,2.615000
25.603800,-0.306500,5.532600,2.642800,2.609000
25.642100,-0.340300,5.550500,2.662500,2.602000
25.680300,-0.374400,5.567800,2.682400,2.595000
25.718600,-0.408900,5.584500,2.702300,2.587000
25.756900,-0.443700,5.600400,2.722400,2.573000
25.795200,-0.478800,5.615600,2.742800,2.554000
25.833500,-0.514300,5.630100,2.763500,2.532000
25.871800,-0.550000,5.643900,2.784600,2.509000
25.910000,-0.586000,5.656900,2.806000,2.487000
25.948300,-0.622300,5.669100,2.827900,2.464000
25.986600,-0.658800,5.680500,2.850200,2.441000
26.024800,-0.695600,5.691100,2.872900,2.418000
26.063100,-0.732600,5.700800,2.896000,2.396000
26.101300,-0.769800,5.709700,2.919500,2.375000
26.139600,-0.807200,5.717700,2.943500,2.357000
26.177900,-0.844900,5.724800,2.967700,2.347000
26.216200,-0.882600,5.730900,2.992100,2.341000
26.254500,-0.920600,5.736200,3.016600,2.336000
26.292800,-0.958600,5.740500,3.041200,2.329000
26.331100,-0.996800,5.743800,3.066000,2.322000
26.369400,-1.035000,5.746300,3.091000,2.313000
26.407600,-1.073300,5.747700,3.116100,2.304000
26.445900,-1.111500,5.748200,3.141500,2.295000
26.484200,-1.149800,5.747700,-3.116200,2.285000
26.522500,-1.188100,5.746300,-3.090400,2.277000
26.560800,-1.226300,5.743800,-3.064400,2.273000
26.599100,-1.264500,5.740400,-3.038500,2.273000
26.637400,-1.302500,5.735900,-3.012500,2.273000
26.675700,-1.340400,5.730500,-2.986600,2.272000
26.713900,-1.378100,5.724100,-2.960600,2.270000
26.752200,-1.415700,5.716700,-2.934600,2.268000
26.790500,-1.453100,5.708400,-2.908500,2.265000
26.828800,-1.490200,5.699000,-2.882300,2.260000
26.867100,-1.527100,5.688700,-2.856100,2.257000
26.905300,-1.563600,5.677500,-2.829700,2.257000
26.943600,-1.599900,5.665300,-2.803500,2.261000
26.981800,-1.635800,5.652100,-2.777300,2.267000
27.020100,-1.671400,5.638000,-2.751400,2.273000
27.058400,-1.706600,5.623000,-2.725500,2.279000
27.096600,-1.741400,5.607100,-2.699800,2.283000
27.134900,-1.775800,5.590300,-2.674100,2.287000
27.173200,-1.809700,5.572600,-2.648500,2.290000
27.211400,-1.843200,5.554000,-2.623000,2.294000
27.249700,-1.876200,5.534600,-2.597700,2.302000
27.288000,-1.908700,5.514400,-2.572500,2.313000
27.326200,-1.940700,5.493400,-2.547600,2.325000
27.364500,-1.972100,5.471600,-2.522900,2.336000
27.402800,-2.003000,5.449000,-2.498500,2.345000
27.441000,-2.033300,5.425700,-2.474200,2.354000
27.479200,-2.063100,5.401700,-2.450200,2.363000
27.517500,-2.092300,5.377000,-2.426300,2.372000
27.555700,-2.120800,5.351500,-2.402600,2.390000
27.593900,-2.148700,5.325500,-2.379500,2.418000
27.632100,-2.176100,5.298800,-2.356900,2.452000
27.670300,-2.202800,5.271500,-2.335000,2.488000
27.708500,-2.229000,5.243600,-2.313700,2.526000
27.746800,-2.254500,5.215200,-2.293000,2.566000
27.785000,-2.279500,5.186200,-2.273000,2.607000
27.823300,-2.304000,5.156700,-2.253600,2.646000
27.861700,-2.327900,5.126800,-2.234700,2.659000
27.900000,-2.351200,5.096400,-2.215700,2.620000
27.938300,-2.373900,5.065500,-2.195600,2.549000
27.976600,-2.396000,5.034200,-2.174400,2.475000
28.014900,-2.417400,5.002400,-2.151800,2.406000
28.053200,-2.438100,4.970200,-2.128000,2.340000
28.091400,-2.457900,4.937500,-2.102900,2.278000
28.129600,-2.476900,4.904300,-2.076400,2.219000
28.167800,-2.494900,4.870600,-2.048600,2.169000
28.205900,-2.512000,4.836500,-2.019600,2.153000
28.244100,-2.528000,4.801900,-1.991000,2.201000
28.282200,-2.543100,4.766900,-1.964600,2.252000
28.320400,-2.557300,4.731500,-1.940600,2.303000
28.358600,-2.570700,4.695700,-1.919300,2.352000
28.396800,-2.583400,4.659700,-1.900600,2.400000
28.435100,-2.595500,4.623300,-1.884400,2.448000
28.473400,-2.607000,4.586800,-1.870700,2.494000
28.511800,-2.618100,4.550100,-1.859600,2.540000
28.550100,-2.628800,4.513300,-1.851000,2.585000
28.588400,-2.639300,4.476500,-1.844000,2.629000
28.626700,-2.649500,4.439500,-1.836800,2.672000
28.665000,-2.659400,4.402600,-1.828400,2.715000
28.703200,-2.669000,4.365500,-1.818700,2.757000
28.741400,-2.678200,4.328400,-1.807600,2.798000
28.779600,-2.686900,4.291200,-1.795100,2.839000
28.817800,-2.695200,4.253900,-1.781300,2.879000
28.856000,-2.702900,4.216600,-1.766100,2.846000
28.894100,-2.710000,4.179100,-1.749600,2.778000
28.932300,-2.716500,4.141500,-1.731800,2.708000
28.970400,-2.722200,4.103800,-1.713200,2.703000
29.008600,-2.727300,4.065900,-1.695200,2.745000
29.046800,-2.731700,4.028000,-1.678500,2.787000
29.085000,-2.735500,3.990000,-1.663100,2.828000
29.123300,-2.738700,3.951900,-1.649000,2.868000
29.161500,-2.741500,3.913700,-1.636200,2.908000
29.199800,-2.743700,3.875600,-1.624700,2.947000
29.238000,-2.745600,3.837300,-1.614500,2.985000
29.276200,-2.747100,3.799100,-1.605500,3.024000
29.314400,-2.748300,3.760900,-1.597800,3.061000
29.352600,-2.749100,3.722800,-1.591400,3.098000
29.390700,-2.749800,3.684600,-1.585800,3.135000
29.428800,-2.750300,3.646500,-1.581100,3.171000
29.466900,-2.750600,3.608400,-1.577100,3.207000
29.505000,-2.750800,3.570300,-1.573800,3.243000
29.543200,-2.750800,3.532200,-1.571200,3.278000
29.581300,-2.750800,3.494100,-1.569500,3.313000
29.619500,-2.750700,3.455900,-1.568400,3.347000
29.657800,-2.750600,3.417600,-1.568100,3.381000
29.696100,-2.750500,3.379300,-1.568600,3.415000
29.734600,-2.750500,3.341000,-1.569800,3.449000
29.773100,-2.750400,3.302500,-1.571100,3.436000
29.811700,-2.750500,3.263900,-1.571400,3.380000
29.850300,-2.750500,3.225300,-1.570400,3.322000
29.889000,-2.750400,3.186600,-1.567900,3.263000
29.927700,-2.750300,3.147900,-1.563800,3.203000
29.966400,-2.749900,3.109200,-1.558400,3.142000
30.005100,-2.749300,3.070500,-1.551400,3.080000
30.043800,-2.748400,3.031800,-1.542900,3.017000
30.082400,-2.747100,2.993200,-1.533000,2.952000
30.121000,-2.745500,2.954600,-1.521500,2.886000
30.159500,-2.743300,2.916200,-1.508500,2.818000
30.197900,-2.740700,2.877800,-1.493900,2.749000
30.236300,-2.737400,2.839500,-1.477700,2.679000
30.274500,-2.733600,2.801400,-1.459900,2.606000
30.312700,-2.729000,2.763500,-1.440500,2.532000
30.350700,-2.723600,2.725800,-1.419500,2.456000
30.388700,-2.717500,2.688200,-1.396800,2.377000
30.426700,-2.710500,2.650900,-1.372400,2.296000
30.464500,-2.702500,2.613900,-1.346400,2.223000
30.502400,-2.693600,2.577100,-1.318700,2.273000
30.540200,-2.683700,2.540600,-1.304500,2.323000
